Company,Model,Fuel,SeatsBand,EngineBand,peer_id,hp,tq,vmax,acc_sec,cc,price,log_price,z_hp,z_tq,z_vmax,z_acc,z_eff,z_price,perf,price_index,VFM_ratio,VFM_diff,price_pred,price_resid,overpriced_pct
Nissan,Armada,Petrol,8+,large,Petrol | 8+ | large,400,560,210,6.5,5600,51000,10.83958091,1,0.397094431,0.2,0.8,-0.2222222222,-0.5749716903,0.6183077751,0.5627207991,1.098782515,1.193279465,11.22369537,-0.3841144546,-31.8946527
TOYOTA,TUNDRA I-FORCE MAX,Hybrid,4–5,large,Hybrid | 4–5 | large,460.3,762,180,5.94,3550,60055,11.00301609,-1.784666667,-0.01278476709,0,-5.85,0.0009072580645,-1.123332327,-1.797144924,0.3251943331,-5.526372205,-0.6738125965,11.38163021,-0.3786141224,-31.51901856
Volkswagen,Passat B8,Diesel,4–5,mid,Diesel | 4–5 | mid,280,250,210,8.7,2000,28000,10.23995979,1.45631068,-0.6896551724,0.6,0.1538461538,0,-0.3353131889,0.5225469342,0.7151140855,0.7307182795,0.8578601231,10.61750106,-0.3775412702,-31.44550916
Chevrolet,Bolt EV,Electric,4–5,EV,Electric | 4–5 | EV,200,360,150,6.5,66,27495,10.22175945,-0.5577689243,-0.2542372881,-0.7142857143,-0.4561403509,0,-0.9863926733,-0.4801517942,0.3729195101,-1.287548067,0.5062408792,10.59825279,-0.376493341,-31.37363125
Volkswagen,Bora,Diesel,4–5,mid,Diesel | 4–5 | mid,150,220,200,9.4,1900,20000,9.903487553,-0.2265372168,-0.8965517241,0.4,-0.04195804196,0.198019802,-1.133874875,-0.177088989,0.3217839651,-0.5503350329,0.9567858855,10.27803876,-0.3745512102,-31.24022035
Mazda,Mazda6,Petrol,4–5,mid,Petrol | 4–5 | mid,250,420,240,6.4,2500,31000,10.34174248,0.3266666667,0.5804111245,0.5,0.3307086614,-0.5555555556,-0.04580368961,0.3687795127,0.9552294653,0.3860637953,0.4145832024,10.70979731,-0.3680548279,-30.79207646
Tata Motors,Nexon,Petrol,4–5,small,Petrol | 4–5 | small,118,170,180,10,1200,14000,9.546812609,0.3846153846,0.1659751037,0,0.1965317919,0,-0.2733219308,0.2071167637,0.7608478078,0.272218388,0.4804386946,9.914697855,-0.367885246,-30.78033905
Chevrolet,Sonic,Petrol,4–5,small,Petrol | 4–5 | small,138,200,190,8.5,1400,16720,9.724360887,0.7692307692,0.4149377593,0.25,0.5433526012,-0.5,-0.04074158734,0.4858888413,0.960077194,0.5060935145,0.5266304287,10.09090676,-0.3665458698,-30.68756577
HYUNDAI,Kona,Petrol,4–5,mid,Petrol | 4–5 | mid,147,400,185,7.5,1600,20500,9.928180165,-0.36,0.4836759371,-0.4166666667,-0.0157480315,0.4444444444,-0.6424479954,-0.09352552999,0.5260031933,-0.1778041107,0.5489224654,10.29455017,-0.3663700041,-30.67537502
MERCEDES,BENZ CLA 45 AMG,Petrol,4–5,mid,Petrol | 4–5 | mid,382,500,250,4.1,1991,53000,10.87804719,1.206666667,0.9673518742,0.6666666667,1.05511811,0.01,0.7279204546,0.9606606636,2.070769867,0.4639147396,0.232740209,11.24143105,-0.3633838534,-30.46805185
HONDA,CIVIC,Petrol,4–5,mid,Petrol | 4–5 | mid,158,400,200,8.5,1996,20400,9.92329018,-0.2866666667,0.4836759371,-0.1666666667,-0.3307086614,0.004444444444,-0.6495027529,-0.1028509893,0.5223054271,-0.1969173284,0.5466517636,10.28617395,-0.362883766,-30.4332711
Kia,Telluride LX,Petrol,6–7,large,Petrol | 6–7 | large,291,355,240,7,3800,41500,10.63344871,-0.1743119266,-0.48,1.75,0,0.25,-0.5899901835,0.2054908257,0.5543327263,0.37069943,0.7954810092,10.99515621,-0.3617075071,-30.35139447
Bugatti,Chiron,Petrol,2,large,Petrol | 2 | large,1500,1600,420,2.5,8000,3000000,14.91412285,3.59832636,4.986449864,2.5,0.625,-1.119295436,1.574962633,2.825739427,4.830561112,0.5849712614,1.250776794,15.27529304,-0.3611701974,-30.31396154
Nissan,Skyline NISMO,Petrol,4–5,mid,Petrol | 4–5 | mid,420,475,270,4.7,3000,55000,10.91508846,1.46,0.84643289,1,0.8661417323,-1.111111111,0.7813597135,0.9979593689,2.18444046,0.4568489675,0.2165996554,11.27493313,-0.3598446623,-30.22152901
Tesla,Model S,Electric,4–5,EV,Electric | 4–5 | EV,670,967,250,3.1,100,88490,11.39064483,1.314741036,1.460451977,0.7142857143,0.7368421053,0,0.5375845181,1.042475322,1.711866881,0.6089698525,0.5048908038,11.74998121,-0.3593363769,-30.18605262
Ford,Focus,Petrol,4–5,mid,Petrol | 4–5 | mid,210,275,220,6.5,1500,25000,10.1266311,0.06,-0.1209189843,0.1666666667,0.2992125984,0.5555555556,-0.3561438102,0.1177698339,0.7003718924,0.1681532843,0.4739136442,10.48433784,-0.3577067335,-30.07218802
MERCEDES,BENZ C-CLASS C 43,Petrol,4–5,mid,Petrol | 4–5 | mid,402,520,250,4.7,2996,52000,10.858999,1.34,1.064087062,0.6666666667,0.8661417323,-1.106666667,0.7004397181,0.9330457588,2.014638386,0.4631331188,0.2326060406,11.21662705,-0.357628057,-30.06668613
Chevrolet,Traverse,Petrol,6–7,large,Petrol | 6–7 | large,310,360,210,7,3600,35915,10.48891031,0,-0.455,0.25,0,0.35,-0.8927749638,-0.0235,0.4095177775,-0.05738456616,0.8692749638,10.84649662,-0.3575863096,-30.06376654
Mitsubishi,Dion,Petrol,6–7,mid,Petrol | 6–7 | mid,135,181,180,11.5,2000,17985,9.797293356,-0.5183098592,-0.4336134454,-0.404040404,-0.7339449541,0.894,-1.598378923,-0.4510282114,0.2022240733,-2.230338871,1.147350711,10.15483562,-0.3575422596,-30.06068578
FERRARI,F8 TRIBUTO,Petrol,2,large,Petrol | 2 | large,710,770,340,2.9,3900,280000,12.54254488,0.2928870293,0.487804878,0.3947368421,0.125,0.5220176141,0,0.330119685,1,0.330119685,0.330119685,12.89894689,-0.3564020126,-29.9808922
FERRARI,F8 SPIDER,Petrol,2,large,Petrol | 2 | large,710,770,340,2.9,3900,280000,12.54254488,0.2928870293,0.487804878,0.3947368421,0.125,0.5220176141,0,0.330119685,1,0.330119685,0.330119685,12.89894689,-0.3564020126,-29.9808922
Ford,Taurus,Petrol,4–5,large,Petrol | 4–5 | large,365,500,220,6.5,3500,45000,10.71441777,-0.5771428571,-0.3527336861,-0.3921568627,-0.6262626263,0.1773521327,-0.4955037207,-0.4673630284,0.6092639312,-0.7670945291,0.02814069228,11.07028403,-0.3558662568,-29.94336901
ASTON MARTIN,VANTAGE,Petrol,2,large,Petrol | 2 | large,503,685,313,3.6,3996,142000,11.86358234,-0.5732217573,0.027100271,-0.3157894737,-0.75,0.4835868695,-0.45089837,-0.3841861121,0.6370555828,-0.6030652937,0.06671225792,12.21878004,-0.3551977035,-29.89651675
Volkswagen,Golf GTI,Petrol,4–5,mid,Petrol | 4–5 | mid,245,350,250,5.9,2000,31965,10.37239683,0.2933333333,0.2418379686,0.6666666667,0.4881889764,0,-0.001578811271,0.382005389,0.9984224344,0.3826089798,0.3835842003,10.72167693,-0.3492800962,-29.480442
Ford,Expedition,Petrol,8+,large,Petrol | 8+ | large,375,650,180,6.5,3500,50000,10.81977828,0.4444444444,1.268765133,-0.8909090909,0.8,1.333333333,-0.625130368,0.4577934307,0.5351916521,0.8553822334,1.082923799,11.16803271,-0.3482544213,-29.40807475
MAHINDRA,THAR,Diesel,4–5,mid,Diesel | 4–5 | mid,150,320,180,10.5,2000,20400,9.92329018,-0.2265372168,-0.2068965517,0,-0.3496503497,0,-1.086876585,-0.1905974062,0.3372682789,-0.5651210567,0.8962791793,10.2714845,-0.3481943192,-29.4038319
Volkswagen,Beetle,Petrol,4–5,mid,Petrol | 4–5 | mid,158,240,205,7,2000,20000,9.903487553,-0.2866666667,-0.2902055623,-0.08333333333,0.1417322835,0,-0.6780719051,-0.1466946558,0.5075947403,-0.2889995583,0.5313772494,10.24679311,-0.3433055613,-29.05785933
BMW,M4 COMPETITION,Petrol,4–5,mid,Petrol | 4–5 | mid,473,642.5,290,3.8,2993,81000,11.30220443,1.813333333,1.656590085,1.333333333,1.149606299,-1.103333333,1.339850003,1.407405943,3.818470703,0.3685784318,0.06755594055,11.64270225,-0.3404978154,-28.85839193
Ford,Maverick,Hybrid,4–5,mid,Hybrid | 4–5 | mid,250,380,180,6.5,2500,30000,10.30895266,0.01851851852,0.07843137255,-0.3225806452,0.5,-0.7760532151,-0.6115094281,0.01884896621,0.5425313387,0.03474263118,0.6303583943,10.64756509,-0.3386124292,-28.724136
Nissan,Skyline,Petrol,4–5,mid,Petrol | 4–5 | mid,400,475,250,5,3000,50000,10.81977828,1.326666667,0.84643289,0.6666666667,0.7716535433,-1.111111111,0.6438561898,0.8657283978,1.903808188,0.4547350952,0.221872208,11.15616191,-0.3363836244,-28.56509885
Ford,F-150,Diesel,4–5,large,Diesel | 4–5 | large,290,404.92,200,6.5,3300,35000,10.46310334,-1.048,-0.9079384615,1,0.2,0.21875,-1.022977861,-0.2974501923,0.3595227359,-0.8273473765,0.7255276685,10.79763422,-0.3345308781,-28.43262541
HONDA,CIVIC HATCHBACK,Petrol,4–5,small,Petrol | 4–5 | small,180,300,220,6.8,1498,26350,10.17922355,1.576923077,1.244813278,1,0.936416185,-0.745,0.5551082658,1.15091897,1.742129588,0.6606391268,0.5958107037,10.51126531,-0.3320417607,-28.25426393
MARUTI SUZUKI,SWIFT,Petrol,4–5,small,Petrol | 4–5 | small,83,113,160,12.2,1200,10400,9.249561085,-0.2884615385,-0.3070539419,-0.5,-0.3121387283,0,-0.6627081991,-0.3248000725,0.5154534918,-0.6301248855,0.3379081266,9.57847881,-0.3289177248,-28.0297772
Ford,Ranger Raptor,Petrol,4–5,mid,Petrol | 4–5 | mid,392,583,200,6,2700,45000,10.71441777,1.273333333,1.368802902,-0.1666666667,0.4566929134,-0.7777777778,0.4918530963,0.7385436075,1.635343864,0.4516136477,0.2466905112,11.04192322,-0.327505454,-27.92806395
NISSAN,ALTIMA,Petrol,4–5,mid,Petrol | 4–5 | mid,188,380,225,7.3,2488,25000,10.1266311,-0.08666666667,0.3869407497,0.25,0.04724409449,-0.5422222222,-0.3561438102,0.07939252439,0.7003718924,0.1133576679,0.4355363346,10.44986694,-0.3232358395,-27.61968672
Nissan,Tiida,Petrol,4–5,mid,Petrol | 4–5 | mid,126,154,190,10.1,1600,14500,9.581903928,-0.5,-0.7061668682,-0.3333333333,-0.8346456693,0.4444444444,-1.142019005,-0.5276069519,0.3191739571,-1.653038853,0.6144120529,9.904653773,-0.3227498451,-27.58450173
Volkswagen,Jetta,Petrol,4–5,mid,Petrol | 4–5 | mid,189,250,210,7.7,1500,21995,9.998570434,-0.08,-0.2418379686,0,-0.07874015748,0.5555555556,-0.5408963039,-0.06433784743,0.5822261669,-0.1105031877,0.4765584564,10.32076685,-0.322196412,-27.54441351
Volkswagen,ID.2,Electric,4–5,EV,Electric | 4–5 | EV,170,220,160,8,50,25000,10.1266311,-0.6772908367,-0.6497175141,-0.5714285714,-0.9824561404,0,-1.110419743,-0.677772238,0.3294206602,-2.057467305,0.4326475046,10.44877096,-0.3221398605,-27.54031592
Cadillac,CT4-V,Petrol,4–5,mid,Petrol | 4–5 | mid,325,500,260,4.9,2700,46595,10.74924852,0.8266666667,0.9673518742,0.8333333333,0.8031496063,-0.7777777778,0.5421032459,0.7712114072,1.719619845,0.4484778479,0.2291081614,11.07126578,-0.322017258,-27.53143164
Cadillac,CT5-V,Petrol,4–5,mid,Petrol | 4–5 | mid,360,550,250,4.6,3000,50995,10.83948287,1.06,1.209189843,0.6666666667,0.8976377953,-1.111111111,0.6722838943,0.8701433054,1.958705693,0.4442440273,0.197859411,11.16012742,-0.3206445566,-27.43188562
MERCEDES,BENZ GLC 43,Petrol,4–5,mid,Petrol | 4–5 | mid,402,520,250,4.7,2996,54000,10.89673933,1.34,1.064087062,0.6666666667,0.8661417323,-1.106666667,0.7548875022,0.9330457588,2.127372185,0.4385907484,0.1781582566,11.21662705,-0.319887729,-27.37694329
Chevrolet,Bolt EV 2LT,Electric,4–5,EV,Electric | 4–5 | EV,200,360,150,6.7,66,28795,10.26795704,-0.5577689243,-0.2542372881,-0.7142857143,-0.5263157895,0,-0.9261608695,-0.4941868819,0.3960713649,-1.247721814,0.4319739876,10.58763653,-0.3196794873,-27.36181857
GMC,Acadia SLE,Petrol,6–7,large,Petrol | 6–7 | large,310,366,210,6.6,3600,40000,10.59663473,0,-0.425,0.25,0.5,0.35,-0.6671095608,0.0825,0.5131897799,0.160759242,0.7496095608,10.91531124,-0.3186765102,-27.28892758
BMW,X5 M COMPETITION,Petrol,4–5,large,Petrol | 4–5 | large,523,750,285,4.1,4935,114000,11.64395373,0.02476190476,0.2351557907,0.4575163399,0.3434343434,-0.3316484881,0.09267796091,0.1993055371,1.097108367,0.1816644036,0.1066275762,11.96256295,-0.31860922,-27.28403468
GMC,Hummer EV SUV Edition 1,Hybrid,4–5,large,Hybrid | 4–5 | large,830,15590,170,3.5,500000,96550,11.47781629,0.68,0.9955797348,-0.08,0.25,-1,-0.2760169833,0.421115947,0.7588000437,0.5549761765,0.6971329303,11.79232299,-0.3145066986,-26.98510311
Porsche,Panamera Turbo S,Petrol,4–5,large,Petrol | 4–5 | large,620,820,315,3.1,4000,180000,12.10071213,0.3942857143,0.3997648442,0.8496732026,0.7474747475,0,0.3817005886,0.5373825589,1.46477345,0.366870767,0.1556819703,12.41505016,-0.3143380295,-26.97278671
Volkswagen,Jetta GLI,Petrol,4–5,mid,Petrol | 4–5 | mid,228,350,250,6.5,2000,31000,10.34174248,0.18,0.2418379686,0.6666666667,0.2992125984,0,-0.04580368961,0.3045434467,0.9552294653,0.3188170569,0.3503471363,10.65209982,-0.310357333,-26.68150818
Volkswagen,Jetta GLI 35th,Petrol,4–5,mid,Petrol | 4–5 | mid,228,350,250,6.5,2000,31000,10.34174248,0.18,0.2418379686,0.6666666667,0.2992125984,0,-0.04580368961,0.3045434467,0.9552294653,0.3188170569,0.3503471363,10.65209982,-0.310357333,-26.68150818
Tata Motors,Altroz,Petrol,4–5,small,Petrol | 4–5 | small,86,45.3,170,12,1200,10400,9.249561085,-0.2307692308,-0.868879668,-0.25,-0.2658959538,0,-0.6627081991,-0.3577243551,0.5154534918,-0.6939992857,0.304983844,9.557667717,-0.3081066316,-26.5163043
Tesla,Model 3,Electric,4–5,EV,Electric | 4–5 | EV,283,420,225,5.8,60,40240,10.6026168,-0.2270916335,-0.08474576271,0.3571428571,-0.2105263158,0,-0.4898359255,-0.06710791598,0.6127269188,-0.1095233683,0.4227280096,10.91068278,-0.3080659735,-26.51331653
Peugeot,308 GTI,Petrol,4–5,mid,Petrol | 4–5 | mid,270,330,250,6,1598,35000,10.46310334,0.46,0.1451027811,0.6666666667,0.4566929134,0.4466666667,0.1292830169,0.4370258056,1.138012155,0.3840256042,0.3077427886,10.77109683,-0.3079934927,-26.50798997
Chevrolet,Traverse LT,Petrol,6–7,large,Petrol | 6–7 | large,310,360,210,7.1,3600,37200,10.52406404,0,-0.455,0.25,-0.125,0.35,-0.8191335389,-0.0485,0.4408134368,-0.1100238694,0.7706335389,10.83026676,-0.3062027209,-26.37626463
Nissan,Infiniti M45*,Petrol,4–5,large,Petrol | 4–5 | large,325,451,250,5.8,4500,50000,10.81977828,-0.7295238095,-0.4679600235,0,-0.3434343434,-0.1773521327,-0.4288348364,-0.4264798134,0.651267486,-0.6548458545,0.002355023015,11.12500272,-0.3052244319,-26.3042041
Acura,TLX V6 Advance,Petrol,4–5,large,Petrol | 4–5 | large,290,362,250,5.7,3500,46000,10.73639668,-0.8628571429,-0.6772486772,0,-0.303030303,0.1773521327,-0.4815961465,-0.4891881894,0.6177965107,-0.7918273751,-0.007592042956,11.04107291,-0.3046762366,-26.26379334
Chevrolet,Bolt EUV,Electric,4–5,EV,Electric | 4–5 | EV,200,360,150,7,66,28795,10.26795704,-0.5577689243,-0.2542372881,-0.7142857143,-0.6315789474,0,-0.9261608695,-0.5152395135,0.3960713649,-1.300875446,0.4109213561,10.57171213,-0.3037550934,-26.19584044
Kia,Telluride EX,Petrol,6–7,large,Petrol | 6–7 | large,291,355,240,7,3800,44000,10.69194491,-0.1743119266,-0.48,1.75,0,0.25,-0.4674499997,0.2054908257,0.626598058,0.3279467963,0.6729408254,10.99515621,-0.3032113004,-26.15569535
Porsche,911 GT2 RS,Petrol,2,large,Petrol | 2 | large,700,750,340,2.8,3800,293200,12.58861025,0.2510460251,0.379403794,0.3947368421,0.25,0.5620496397,0.03059196558,0.320796718,1.031064708,0.3111315085,0.2902047524,12.8900695,-0.3014592529,-26.02620321
TOYOTA,HIGHLANDER,Petrol,6–7,large,Petrol | 6–7 | large,295,370,220,7.2,3456,38400,10.55581274,-0.1376146789,-0.405,0.75,-0.25,0.422,-0.752625101,-0.008065137615,0.471128169,-0.01711877605,0.7445599634,10.85651685,-0.3007041136,-25.97032159
Nissan,Magnite,Petrol,4–5,small,Petrol | 4–5 | small,100,160,160,13,1000,12000,9.392661929,0.03846153846,0.08298755187,-0.5,-0.4971098266,0.5,-0.4752524618,-0.1443629165,0.6217280741,-0.2321962326,0.3308895453,9.692531241,-0.299869312,-25.9084957
Porsche,911 Turbo S Coupe,Petrol,4–5,large,Petrol | 4–5 | large,640,800,330,2.7,3800,207000,12.24047407,0.4704761905,0.3527336861,1.045751634,0.9090909091,0.07094085306,0.4701376345,0.6297289551,1.600214423,0.3935278586,0.1595913206,12.53864792,-0.2981738494,-25.78276977
HONDA,CIVIC TYPE R,Petrol,4–5,mid,Petrol | 4–5 | mid,315,400,272,5.7,1996,44000,10.69194491,0.76,0.4836759371,1.033333333,0.5511811024,0.004444444444,0.4594316186,0.6798602968,1.583173883,0.4294286965,0.2204286781,10.98921327,-0.2972683568,-25.71553618
Volkswagen,Golf R,Petrol,4–5,mid,Petrol | 4–5 | mid,315,420,250,4.6,2000,44640,10.7063856,0.76,0.5804111245,0.6666666667,0.8976377953,0,0.4802651221,0.6949431173,1.616502916,0.4299052668,0.2146779952,11.00276081,-0.2963752171,-25.64916014
Tata Motors,Aria,Diesel,6–7,mid,Diesel | 6–7 | mid,138,320,162,13,2200,19000,9.852194258,-0.3492063492,-0.2142857143,-0.7272727273,-1,0,-1.153146891,-0.5105339105,0.3156419143,-1.617446503,0.6426129801,10.14785845,-0.2956641926,-25.59627607
TOYOTA,MR2,Petrol,2,mid,Petrol | 2 | mid,168,400,200,6.9,1986,29000,10.27505111,-0.7173913043,0.07936507937,-0.8333333333,-0.5,0.0140562249,-0.5220815013,-0.5011777961,0.5932843397,-0.8447514329,0.02090370528,10.56939657,-0.2943454638,-25.49809301
Nissan,Lucino,Petrol,4–5,mid,Petrol | 4–5 | mid,115,150,185,10.5,1600,14000,9.546812609,-0.5733333333,-0.7255139057,-0.4166666667,-0.9606299213,0.4444444444,-1.192645078,-0.5990065432,0.3034176384,-1.974198159,0.5936385348,9.840521927,-0.293709318,-25.45068386
TOYOTA,GR SUPRA,Petrol,2,mid,Petrol | 2 | mid,382,500,250,4.1,2998,53900,10.89488576,0.4456521739,0.4761904762,0,0.375,-1.002008032,0.2144427578,0.2761159545,1.239171186,0.2228230914,0.06167319673,11.18779368,-0.2929079202,-25.39091626
Chevrolet,Malibu Premier,Petrol,4–5,mid,Petrol | 4–5 | mid,250,353,240,5.8,2000,33500,10.41930072,0.3266666667,0.2563482467,0.5,0.5196850394,0,0.06608919046,0.3695399905,1.068321997,0.3459069378,0.3034508001,10.71048038,-0.2911796625,-25.26186105
Bugatti,Chiron Sport,Petrol,2,large,Petrol | 2 | large,1500,1600,420,2.4,8000,3300000,15.00943303,3.59832636,4.986449864,2.5,0.75,-1.119295436,1.638258031,2.850739427,5.146197186,0.5539506793,1.212481396,15.29909821,-0.2896651882,-25.1485863
Volkswagen,Polo GTI,Petrol,4–5,mid,Petrol | 4–5 | mid,204,320,238,6.7,2000,28000,10.23995979,0.02,0.09673518742,0.4666666667,0.2362204724,0,-0.1926450779,0.1669244653,0.8247746529,0.2023879671,0.3595695432,10.52848903,-0.2885292434,-25.06351092
Ford,Maverick Hybrid,Hybrid,4–5,mid,Hybrid | 4–5 | mid,191,210,180,7.8,2500,25000,10.1266311,-0.3456790123,-0.5882352941,-0.3225806452,-0.15,-0.7760532151,-0.9684248769,-0.3719535029,0.379680611,-0.9796483995,0.596471374,10.41477072,-0.2881396117,-25.0343076
Peugeot,208 GTI,Petrol,4–5,mid,Petrol | 4–5 | mid,208,300,230,6.5,1598,28000,10.23995979,0.04666666667,0,0.3333333333,0.2992125984,0.4466666667,-0.1926450779,0.165175853,0.8247746529,0.2002678579,0.357820931,10.52691841,-0.2869586219,-24.94572158
Nissan,200SX,Petrol,4–5,mid,Petrol | 4–5 | mid,200,260,225,7,2000,25000,10.1266311,-0.006666666667,-0.1934703748,0.25,0.1417322835,0,-0.3561438102,0.03731904839,0.7003718924,0.0532846175,0.3934628586,10.41207611,-0.2854450109,-24.83203257
Ford,Fiesta,Petrol,4–5,small,Petrol | 4–5 | small,85,130,200,7,1000,15000,9.61580548,-0.25,-0.1659751037,0.5,0.8901734104,0.5,-0.1829443393,0.1823396613,0.8328145095,0.2189439056,0.3652840006,9.899036508,-0.2832310283,-24.66542764
Tesla,Model Y Long Range,Electric,4–5,EV,Electric | 4–5 | EV,384,559,217,4.8,82,50490,10.82953058,0.1752988048,0.3079096045,0.2428571429,0.1403508772,0,-0.1939887731,0.1995781066,0.8236671514,0.242304317,0.3935668797,11.11240641,-0.2828758335,-24.63866444
Tata Motors,Altroz DCA,Petrol,4–5,small,Petrol | 4–5 | small,86,113,170,12.5,1200,11300,9.332558005,-0.2307692308,-0.3070539419,-0.25,-0.3815028902,0,-0.5539859278,-0.2684805972,0.5746547072,-0.4672033376,0.2855053306,9.614077759,-0.2815197539,-24.53639915
TOYOTA,TOYOTA SEQUOIA,Petrol,6–7,large,Petrol | 6–7 | large,381,651,200,6.9,5663,50000,10.81977828,0.6513761468,1,-0.25,0.125,-0.6815,-0.1996595611,0.3689066514,0.8190095283,0.4504302314,0.5685662125,11.10124487,-0.2814665875,-24.53238691
Volkswagen,Golf R32,Petrol,4–5,large,Petrol | 4–5 | large,240,320,250,6.2,3241,40000,10.59663473,-1.053333333,-0.7760141093,0,-0.5050505051,0.2692205374,-0.5700331924,-0.6114185627,0.5655066679,-1.081187186,-0.04138537026,10.877478,-0.2808432664,-24.48533169
Mazda,Premacy,Petrol,6–7,mid,Petrol | 6–7 | mid,138,180,190,9.8,2000,21000,9.952277717,-0.4845070423,-0.4403361345,0,-0.1100917431,0.894,-1.17971593,-0.2349630403,0.3073660397,-0.7644404714,0.9447528895,10.23272669,-0.2804489718,-24.4555508
GMC,Hummer EV Omega Edition,Hybrid,4–5,large,Hybrid | 4–5 | large,1000,15590,170,3,500000,112700,11.6324847,1.813333333,0.9955797348,-0.08,1.5,-1,0,1.067782614,1,1.067782614,1.067782614,11.91204801,-0.2795633071,-24.38861411
MERCEDES,BENZ EQS 53,Electric,4–5,EV,Electric | 4–5 | EV,751,950,250,3.4,108,102000,11.53272809,1.637450199,1.412429379,0.7142857143,0.6315789474,0,0.7228307827,1.124766378,2.060257104,0.5459349591,0.4019355951,11.81222688,-0.2794987866,-24.38373546
Tata Motors,Indica eV2,Diesel,4–5,small,Diesel | 4–5 | small,70,140,155,16,1400,6248,8.740016692,-0.2,0,-0.5,-0.8444444444,0,-1.027334784,-0.3388888889,0.3579597305,-0.9467234999,0.6884458946,9.01861088,-0.2785941888,-24.31530221
Ford,F-150 Raptor,Petrol,4–5,large,Petrol | 4–5 | large,450,691,200,5,3500,70000,11.15625052,-0.2533333333,0.09641387419,-0.6535947712,-0.0202020202,0.1773521327,-0.2159255841,-0.1952756435,0.8057952636,-0.2423390311,0.02064994058,11.43444975,-0.278199225,-24.28540359
Volkswagen,Polo TDI,Diesel,4–5,mid,Diesel | 4–5 | mid,105,250,190,9.9,1600,20000,9.903487553,-0.8090614887,-0.6896551724,0.2,-0.1818181818,0.7920792079,-1.133874875,-0.3778622315,0.3217839651,-1.174273029,0.756012643,10.18062389,-0.2771363352,-24.20488453
